Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
407518;3,24457E+12;PONTO CLINICO ASSISTENCIA ODONTOLOGICA SC LTDA;CLINICA ODONTOLOGICA SAO JUDAS TADEU;Odontologia de Grupo;RUA JEAN ANTONIO SALLUM ;12;B;CENTRO;Cristina;MG;37476000;35;32811445;;vianacris@savenet.com.br;CLAUDIO HENRIQUE VIEIRA MARTINS;SOCIO GERENTE;;27/08/1999
413411;4,11341E+12;PONTUAL SAÚDE ASSISTÊNCIA MÉDICA LTDA;PONTUAL SAUDE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;RUA DR. FRANCISCO PORTELA;2705;SALA 101;ZE GAROTO;São Gonçalo;RJ;24435000;21;24256851;32473141;pontualsaude.sg@ig.com.br;ANGELA MENDES DOS REIS;REPRESENTANTE LEGAL;4;03/04/2001
408450;1,65937E+12;POP PLUS ADMINISTRADORA DE CONVÊNIOS S/C LTDA;POP PLUS;Medicina de Grupo;RUA RUI BARBOSA;1218;;HIGIENÓPOLIS;Ribeirão Preto;SP;14015120;16;6103639;6103639;;PAULO CEZAR CORDEIRO;SÓCIO;;29/09/1999
420026;2,34718E+13;POPDENTS OPERADORA DE PLANOS ODONTOLOGICOS EIRELI - EPP;POPDENTS PLANOS ODONTOLOGICOS;Odontologia de Grupo;RUA FLORIANO PEIXOTO;762;SALA 03;CENTRO;Fortaleza;CE;60025130;85;32528745;;FINANCEIRO.POPDENTS@GMAIL.COM;MARCELO BURITI DA FONTE;DIRETOR ADMINISTRATIVO;5;15/01/2016
5886;6,11982E+13;PORTO SEGURO CIA DE SEGUROS GERAIS;;Seguradora;AV RIO BRANCO;1489;;CAMPOS ELÍSEOS;São Paulo;SP;1205900;11;2228833;;;CASIMIRO BLANCO GOMEZ;DIRETOR VICE PRESIDENTE;;16/12/1998
419630;2,00252E+13;POTENCIAL ADMINISTRAÇÃO E SERVIÇOS LTDA.;;Administradora de Benefícios;RUA ROBERTO SIMONSEN;94;4º ANDAR;SÉ;São Paulo;SP;1017020;11;31514567;;tcsantana@potencialadm.com;TEREZA CRISTINA OLIVEIRA SANTANA;DIRETORA;4;26/11/2014
413259;3,68537E+12;POUPAMED PLANOS MÉDICOS/HOSPITALARES LTDA;POUPAMED;Medicina de Grupo;Rua Oscar Rapouso;158;;PRADO;Recife;PE;50630350;81;32360087;32360087;sinaic.a@terra.com.br;MATILDE MONIZ BARRETO;SOCIA;;06/03/2001
417823;1,26825E+13;PREMIUM SAÚDE S.A.;PREMIUM SAÚDE;Medicina de Grupo;RUA MINISTRO OROZIMBO NONATO;102;SALA 2407B, EDIFÍCIO B, PAVIMENTO 24;VILA DA SERRA;Nova Lima;MG;34006053;85;32559189;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURÍDICA JUNTO A;6;24/01/2011
363138;6,10683E+13;PRENSAS SCHULER S/A;SCHULER;Autogestão;AV. FAGUNDES DE OLIVEIRA;1515;;PIRAPORINHA;Diadema;SP;9950904;11;40758539;40758411;roseli@schuler.com.br;JOAO CARLOS CORTEZ ALVES;TECNICO RESPONSÁVEL;;29/01/1999
407071;6,18476E+13;PRESDENTAL ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;ABSOLUTE DENTAL HEALTH;Odontologia de Grupo;PRAÇA RAMOS DE AZEVEDO;131;8º AND. COJ. B;CENTRO;São Paulo;SP;1037010;11;35463200;35463240;diretoria@adhodontologia.com.br;CLAUDIO DERANI;DIRETOR PRESIDENTE;4;24/05/1999
335410;2,0816E+12;PREV ASSISTÊNCIA ODONTOLÓGICA LTDA;PREV ODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA.;Odontologia de Grupo;RUA PEDRO GONÇALVES;1067;;CENTRO;Indaiatuba;SP;13330210;19;38251821;38355754;prevodon@terra.com.br;JULIANO BRAVO DE MESQUITA;DIRETOR;5;29/12/1998
402486;7,01066E+11;PREV PAR ODONTOLOGIA PREVENTIVA BATEL S/C LTDA;;Odontologia de Grupo;RUA BRUNO FILGUEIRA;1600;;BATEL;Curitiba;PR;80730380;41;2223706;;atualcontabilidade@softone.com.br;SÓCRATES AYRES RIBAS;;;24/03/1999
414948;5,85578E+12;PREV SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICA PRIVADA;PREV SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICA PRIVADA;Autogestão;AV. J0SÉ ODORIZZI;151;PRÉDIO 1;VILA EURO;São Bernardo do Campo;SP;9810902;11;43449399;43449829;luiz.nacif@scania.com;LUIZ FERNANDO LOUREIRO NACIF;ADMINISTRADOR;4;28/09/2004
407984;1,95414E+12;PREV-ODONTO - COOPERATIVA ODONTOLÓGICA LTDA.;PREV-ODONTO;Cooperativa odontológica;RUA DOM AQUINO ;2105;CENTRO;CENTRO;Campo Grande;MS;79002182;67;30298922;92511561;prev-odonto@alanet.com.br;DANIEL SPADREZANO;ADMINISTRADOR;;08/09/1999
401609;9,55042E+12;PREV-SYSTEM EIRELI EPP;PREV SYSTEM;Odontologia de Grupo;RUA AMAURY DE MEDEIROS;158;;DERBY;Recife;PE;52020120;81;33225858;33225860;prevsystem@prevsystem.com;ANTÔNIO CARLOS JUSTINIANO DE ALBUQUERQUE;SÓCIO GERENTE;5;10/03/1999
423033;3,37921E+13;PREVCLIN PLANOS ODONTÓLOGICOS LTDA;PREVCLIN PLANOS ODONTÓLOGICOS ;Odontologia de Grupo;Av Plinio Ribeiro do Val;1110;Sala 1;Centro;General Salgado;SP;15300000;17;996366636;;sebastiao@mecacontabilidade.com.br;ALEXANDRE RÁO;SÓCIO;;04/11/2021
407445;3,34718E+12;PREVCLINIC LTDA;ODONTO CLIN;Medicina de Grupo;RUA PROF. LUIS SOARES;965;SALA 06;CENTRO;Açu;RN;59650000;84;3311787;3311787;;SERGIO PEREIRA BEZERRA DE MELO;SÓCIO;;23/08/1999
351971;5,47889E+13;PREVCUMMINS SOC. PREV. PRIVADA;PREVCUMMINS SOC. PREV. PRIVADA;Medicina de Grupo;RUA JATI;266;;CUMBICA;Guarulhos;SP;7180900;11;64659902;64650122;mediservice@mediservice.com.br;SR. ROBERTO G. TORRES;XXXX;;06/01/1999
40348;1,37161E+12;PREVDENT ASSISTENCIA A SAUDE S/C LTDA.;PREVDENT;Odontologia de Grupo;RUA GUAPORÉ;1540;;CENTRO;Paranavaí;PR;87704140;44;4237975;4221783;;CLÓVIS CAMPOS;SÓCIO-GERENTE;;14/04/1999
357294;3,4322E+13;PREVDONTO PARTICIPAÇÕES LTDA.;PREVDONTO ODONTO EMPRESA ASSISTÊNCIA ODONTOLÓGICA LTDA.;Odontologia de Grupo;ALAMEDA TOCANTINS;525;SALA 40 CENTRO EMPRE. ALPHAVILLE;ALPHAVILLE;Barueri;SP;6455020;71;33469600;32410813;gleison.pimenta@tempoassist.com.br;MARCOS AURÉLIO COUTO;ADMINISTRADOR;3;12/01/1999
412694;6,84706E+13;PREVEDONT S/C LTDA;PREVEDONT ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;RUA 24 DE MAIO;250;3º. ANDAR;CENTRO;São Paulo;SP;1041001;11;32249610;2216572;prevedont@prevedont.com.br;ALEXANDRE GEORGI RODRIGUES SALLES;ADMINISTRADOR;;27/11/2000
330558;1,26897E+12;PREVEMT MEDICINA DO TRABALHO S/C LTDA;PREVEMT;Medicina de Grupo;RUA JOSE REVEL;156;160;CENTRO;Salto;SP;13320020;11;40.296.251;40.293.424;policlinicasalto@uol.com.br;ANTONIO ADELMAR RODRIGUES;DIRETOR GERAL;;28/12/1998
405167;2,67034E+12;PREVEN DEN PLANOS ODONTOLÓGICOS LTDA.;PREVEN DEN PLANOS ODONTOLÓGICOS LTDA.;Odontologia de Grupo;RUA RIO BRANCO;35;SALA 208;CENTRO;Barra Mansa;RJ;27330030;24;3227516;;;;;;17/06/1999
302180;6,81616E+13;PREVENCE ODONTOLOGIA S/C LTDA;PREVENCE ODONTOLOGIA S/C LTDA;Odontologia de Grupo;RUA FIAÇÃO DA SAÚDE;nº 145;2º ANDAR - CONJ. 28;VILA DA SAÚDE;São Paulo;SP;4144020;11;55945914;;prevence@sol.com.br;RONALDO FRANCO VASCONCELLOS;SÓCIO;;22/12/1998
417084;3,43368E+12;PREVENIR - SAÚDE ORAL PROGRAMADA LTDA;PREVENIR - SAÚDE ORAL PROGRAMADA ;Odontologia de Grupo;RUA FELIPE SCHMIDT;303;SALAS 412 - 413 - 415;CENTRO;Florianópolis;SC;88010903;48;32221371;32237367;SAUDEPREVENIR@HOTMAIL.COM;VINICIUS FRANZONI SILVA;SóCIO GERENTE;;08/09/2009
415561;3,43368E+12;PREVENIR SAÚDE ORAL PROGRAMADA S/S LTDA.;PREVENIR SAÚDE ORAL PROGRAMADA;Odontologia de Grupo;FELIPE SCHMIDT;303;SALA 412;CENTRO;Florianópolis;SC;88010903;48;32221371;32237367;saudeprevenir@hotmail.com;HÉLIO SERGIO SILVA;SÓCIO PROPRIETÁRIO;6;27/04/2006
421219;2,61376E+13;PREVENÇÃO SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA PEREIRA ESTEFANO;114;SALAS 401, 403 e 415;VILA SAÚDE;São Paulo;SP;4144070;11;28987000;;atendimento@prevencaosaudeadm.com.br;JOSÉ ROBERTO DA SILVA;REPRESENTANTE;6;08/05/2018
378976;1,43335E+12;PREVER DENT -  ASSESSORIA EMPRESARIAL S/C LTDA;PREVER DENT;Odontologia de Grupo;RUA JOÃO BARBOSA;20;;JARDIM DO LAGO;Jundiaí;SP;13203640;11;73966223;78974544;;VALCIR MARTINHAGO;SÓCIO GERENTE;;08/01/1999
335924;3,22437E+13;PREVI GILLETTE SOC. DE PREVIDÊNCIA PRIVADA;PREVI GILLETTE;Autogestão;AV. DO CAFÉ;277;7º ANDAR, TORRE A;JABAQUARA;São Paulo;SP;4310040;11;50708309;50708346;;EDSON COELHO;DIRETOR SUPERINTENDENTE;;01/02/1999
307912;5,4155E+13;PREVIBOSCH SOCIEDADE DE PREVIDÊNCIA PRIVADA;PREVIBOSCH/SAÚDE;Autogestão;VILA ANHANGUERA;;KM 98;VILA BOA VISTA;Campinas;SP;13065900;19;37373232;32320896;carlos.maia@br.bosch.com;CARLOS ALBERTO MAIA DE OLIVEIRA;COORDENADOR  ADMINISTRATIVO;;23/12/1998
404021;3,11219E+12;PREVICARD CONVÊNIOS LTDA.;CLINE EMPRESA PREVICARD;Administradora;Avenida Queiroz Júnior;868;;PRAIA;Itabirito;MG;35450000;31;35613200;;prevcard@cdlnet.com.br;VALÉRIA CRISTINA GURGEL;SÓCIO GERENTE;;29/04/1999
334987;3,9766E+11;PREVIDENT  CLINICA ODONTOLOGICA E PREVENCAO LTDA;PREVIDENT CLINICA ODONTOLOGICA E PREVENCAO LTDA;Odontologia de Grupo;AV.EXP.JOSE PEDRO COELHO;1141;;CENTRO;Tubarão;SC;88704201;48;6313300;6313300;zeca@prevident.trix.net;EDSON CARLOS LIMA;SOCIO-GERENTE;6;23/12/1998
302805;2,47904E+12;PREVIDENT LITORAL PAULISTA ASSISTENCIA E PREVENÇAO ODONTOLOGICA ;PREVIDENT;Odontologia de Grupo;RUA SAO JOSÉ;38;SALA 214 - 2º ANDAR;EMBARÉ;Santos;SP;11040201;13;2311765;;;JOSE GILBERTO BASKERVILLE DE MELLO;SOCIO GERENTE;;05/01/1999
323179;1,70426E+12;PREVIDENTALL ODONTOLOGIA E PREVENÇÃO LTDA;PREVIDENTALL ODODNTOLOGIA E PREVENÇÃO LTDA;Odontologia de Grupo;RUA JOAO PESSOA;175;;CENTRO;Criciúma;SC;88801530;48;4330700;4330700;zeca@prevident.trix.net;GILSON S. SOARES DE SOUZA;SOCIO GERENTE;6;04/01/1999
32479;4,83232E+13;PREVIGEL SOCIEDADE DE PREVIDENCIA PRIVADA;;Autogestão;AV MARIA COELHO DE AGUIAR;215;BLOCO C - 2O. ANDAR;JARDIM SAO LUIZ;São Paulo;SP;5805000;11;37414366;5482805;oswaldo.alves@unilever;;;;04/01/1999
413062;4,21356E+12;PREVIODONTO PLANOS E ASSISTÊNCIA ODONTOLÓGICA LTDA;PREVIODONTO PLANOS E ASSISTÊNCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;Av. Presidente Vargas;309;;CENTRO;Erechim;RS;99700000;54;3213659;3213659;jdread@terra.com.br;RENATA ANGELICA ZANETTE;SÓCIA-GERENTE;;06/02/2001
347779;8,01509E+13;PREVISC - SOC.PREV.COMP.DO SISTEMA FIESC;PREVISC;Autogestão;RODOVIA ADMAR GONZAGA;2765;;ITACORUBI;Florianópolis;SC;88034001;48;2314367;2314361;previsc@ctai.rct-sc.br;;;;22/12/1998
366668;5,50335E+13;PREVISCANIA SOCIEDADE DE PREVIDÊNCIA PRIVADA;PREVISCANIA SOCIEDADE DE PREVIDÊNCIA PRIVADA;Autogestão;AV JOSE ODORIZZE;151;;VILA EURO;São Bernardo do Campo;SP;9810902;11;43449399;;luiz_nacif@scania.com;LUIZ FERNANDO LOUREIRO NACIF;ADMINISTRADOR;2;21/12/1998
412830;2,85971E+12;PREVODOCTOR ASSISTÊNCIA ODONTOLÓGICA LTDA.;PREVODOCTOR;Odontologia de Grupo;CORONEL ALFREDO FLAQUER;366;SALA 03;CENTRO;Santo André;SP;9020040;11;49903811;443800203;prevo@terra.com.br;JOSE ALAOR RIBEIRO;SOCIO GERENTE;4;21/12/2000
419800;2,1179E+13;PRIMAVERA SAÚDE LTDA.;PRIMAVERA SAÚDE;Odontologia de Grupo;RUA JOÃO VICENTE FERREIRA;2413;;VILA PROGRESSO;Dourados;MS;79825020;67;84121555;;acamurci@hotmail.com;EDUARDO TAKASHI UEMURA;DIRETOR ADMINISTRATIVO;5;14/07/2015
417629;5,95017E+12;PRIME ADMINISTRADORA DE BENEFICIOS LTDA;SANTELE;Administradora de Benefícios;RUA REGO FREITAS;572 e 574;;CONSOLAÇÃO;São Paulo;SP;1222010;11;31208080;;;PATRICIO SANTIAGO MATURANA FARIAS;SÓCIO DIRETOR;1;04/11/2010
421171;2,8668E+13;PRIME HEALTH ADMINISTRADORA DE BENEFICIOS LTDA-EPP;;Administradora de Benefícios;RUA SETE DE SETEMBRO;67;GR 601-PARTE;CENTRO;Rio de Janeiro;RJ;20050005;21;991245034;;felipe.kaczelnik@gmail.com;FELIPE KACZELNIK;ADMINISTRADOR;6;07/02/2018
415294;7,35608E+12;PRIORITY ADMINISTRADORA DE BENEFÍCIOS LTDA.;PRIORITY SAÚDE;Administradora de Benefícios;AV.IPIRANGA;344;4º ANDAR - CJ.42-B;CENTRO;São Paulo;SP;1046926;11;44110100;44145080;contabilidade@medcompany.com.br;TEREZA CRISTINA OLIVEIRA SANTANA;SÓCIA-ADMINISTRADORA;4;06/10/2005
402541;3,04493E+12;PRISA ASSISTÊNCIA MÉDICA E HOSPITALAR S/C LTDA;PRIMA SAÚDE;Medicina de Grupo;RUA NATAL;61;;SILVEIRA;Santo André;SP;9195310;11;49719655;44371385;primasaude@primasaude.com.br;CARLOS ALBERTO SANTOS;DIRETOR;;24/03/1999
415596;7,45821E+12;PRISMA ODONTOLOGIA LTDA.;;Odontologia de Grupo;AV. NOSSA SENHORA DA PENHA;570;SALA 1009;PRAIA DA COSTA;Vitória;ES;29055131;;;;eduardosouto3@hotmail.com;LUIZ CLAUDIO COELHO;SÓCIO;5;10/05/2006
423297;2,65504E+13;PRISMA SAUDE - PLANO DE SAUDE SUPLEMENTAR LTDA;;Medicina de Grupo;RUA SÃO PAULO;437.0;;J CUNHAMBEBE (VICENTE DE CARVA;Guarujá;SP;11450060;21;994967028;;thiago@unimedicasaude.com;BRUNO BIGNARDI;SOCIO ADMINISTRADOR;;10/10/2022
334758;5,77448E+13;PRISMA SISTEMAS DE SAÚDE S/C LTDA.;PRISMA SISTEMAS DE SAÚDE S/C LTDA.;Medicina de Grupo;RUA MARCONDÉSIA;12;;CHÁCARA MONTE ALEGRE;São Paulo;SP;4645040;11;55430766;25224277;patricia@zipmail.com.br;VALDEMAR GONÇALVES;DIRETOR;;28/01/1999
356956;9,65115E+13;PRO MASTER ASSISTENCIA ODONTOLOGICA S/C LTDA.;PRO MASTER ODONTOLOGIA VIP;Odontologia de Grupo;Rua Moraes Barros;468;;CENTRO;Piracicaba;SP;13400353;19;34322422;34322422;sac@promastervip.com.br;ELIFAS LEVY NUNES;ADMINISTRAÇÃO;;24/12/1998
334057;5,64689E+13;PRO ODONTO ASSISTENCIA DENTARIA S/S LTDA.;PRO ODONTO  CONVENIOS ODONTOLOGICOS;Odontologia de Grupo;RUA MARIA EUGÊNIA;310;;TATUAPÉ;São Paulo;SP;3081030;11;29420466;22954740;mbarison@proodonto.com.br;MARCOS DE MELO BARISON;ADMINISTRADOR;4;06/01/1999
379883;2,8303E+12;PRO SORRISO S/C LTDA;PRO SORRISO;Odontologia de Grupo;RUA JOAO ANTONIO PEREIRA;118;B;CENTRO;Itajubá;MG;37500000;35;6220944;;rafael.renan@projesom.com.br;HELENA MARIA SALOMON MORAIS SILVEIRA;X;;07/01/1999
327115;6,85745E+13;PRO VIDA ASSISTENCIA MEDICA S/C LTDA;PRÓ-VIDA ASSISTÊNCIA MÉDICA;Medicina de Grupo;RUA TEN. FRANCISCO FERREIRA DE SOUZA;1069;CASA;HAUER;Curitiba;PR;81630010;41;30143630;30143630;provida@netpar.com.br;MARCELO MEISTER DE SEIXAS PINTO;SOCIO GERENTE;4;22/12/1998
345041;6,50391E+13;PRO-ODONTO PRONTO ATENDIMENTO ODONTOLOGICO S/C LTDA;PRO-ODONTO;Odontologia de Grupo;RUA CORONEL JOSÉ DOMINGUES DE VASCONCELO;370;;VILA ADYANNA;São José dos Campos;SP;12243840;12;3417782;3425643;;ANA PAULA FIAT COUTINHO BRITTO;DIRETORA TÉCNICA E ADMINISTRAT;;12/01/1999
379271;1,90774E+12;PRO-SAMI ADMINISTRAÇAO E PARTICIPAÇOES S/C LTDA;PRO-SAMI - SAMI;Medicina de Grupo;RUA XV DE NOVEMBRO;244;5º ANDAR - CONJ. B / C;CENTRO;São Paulo;SP;1013000;11;32421999;31046564;sami@netpoint.com.br;MARGARETE LOEZER;SÓCIA GERENTE;;07/01/1999
312029;2,61303E+12;PRO-SAUDE ASSISTENCIA MEDICA S/C LTDA.;SAMCIL;Medicina de Grupo;PRAÇA DA REPUBLICA;452;9 ANDAR;CENTRO;São Paulo;SP;1045000;11;33512924;33512924;renata@samcil.com.br;LUIZ ROBERTO SILVEIRA PINTO;DIRETOR PRESIDENTE;4;22/12/1998
391271;2,42329E+13;PRO-SAUDE ASSOCIAÇAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITA;HOSPITAL MARGARIDA;Medicina de Grupo;RUA DR. GERALDO SOARES DA SÁ;S/N;;VILA TANQUE;João Monlevade;MG;35930437;31;8513144;8513144;hospmarg@robynet.com.br;JOSÉ CARLOS RIZOLLI;PRESIDENTE;;29/12/1998
413453;4,20512E+12;PRO-SORRISO PLANO DE SAUDE ODONTOLOGICO;PROSORRISO;Odontologia de Grupo;RUA MARECHAL DEODORO;33;10° ANDAR - SALA 1003;CENTRO;Alagoinhas;BA;48000000;75;1453;2316769;prosorriso@bol.com.br;OTÁVIO HOMERO REGO;SÓCIO ADMNISTRADOR;;09/04/2001
353019;1,85638E+12;PROCLIN ASSISTÊNCIA ODONTOLÓGICA;PROCLIN ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;AV. RIO BRANCO;185;SALA 2109;CENTRO;Rio de Janeiro;RJ;20040007;21;22243850;25332157;proclin@ig.com.br;MARCIA KUTWAK;DIRETORA;4;15/01/1999
380041;6,15908E+13;PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA.;PRODENT - ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;RUA DOS PINHEIROS;1673;9º ANDAR;PINHEIROS;São Paulo;SP;5422012;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;DIRETORA PRESIDENTE;1;12/01/1999
402915;3,01277E+12;PRODENTAL ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;PRODENTAL ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;Odontologia de Grupo;RUA CEL FONSECA;699;SALA 203;CENTRO;Gravataí;RS;92500000;51;34803773;34803773;prodentalguaiba@gmail.com;GERSON SANTANNA;SÓCIO-GERENTE;6;31/03/1999
310859;1,01119E+12;PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA.;PRODENTE;Odontologia de Grupo;RUA CAMPOS SALES;1440;;CENTRO;Guararapes;SP;16700000;18;36061322;36233366;prodente.ata@vivax.com.br;OTÁVIO APARECIDO RODRIGUES;RESPONSÁVEL TÉCNICO;5;28/12/1998
406872;6,37171E+11;PRODENTE ADMINISTRADORA DE CARTÃO COMERCIAL S/C LTDA - ME;PRODENTE ADMINISTRADORA DE CARTÃO COMERCIAL S/C LTDA - ME;Odontologia de Grupo;AV. JUCELINO KUBITSCHEK;998;SALA 03 - 2º ANDAR;CENTRO;Foz do Iguaçu;PR;85851210;45;5722202;;;FRANCISCO AIRES VAZ;SÓCIO GERENTE;;27/07/1999
400165;1,69098E+12;PRODOCTOR ADMINISTRAÇÃO E REP. S/C LTDA;SAÚDE PRODOCTOR;Medicina de Grupo;R. XV DE NOVEMBRO;244;CONJ. B/C;CENTRO;Osasco;SP;1013000;11;31077000;70881010;saudeprodoctor@uol.com.br;MARCOS VICENTE LOEZER;DIRETOR COMERCIAL;;08/02/1999
35793;6,71555E+13;PRODONTO ASSISTENCIA ODONTOLOGICA  S/C LTDA.;PRODONTO;Odontologia de Grupo;AV. NOVE DE JULHO;1677;5º ANDAR - SALA 51;CENTRO;Jundiaí;SP;13201798;11;73961441;73961441;samedinfo@netwave.com.br;GERSON APARECIDO HOEHNE;X;;06/01/1999
404331;2,87857E+12;PRODONTO CENTRO ODONTOLÓGICO INTEGRADO DE MACAÉ LTDA.;PRODONTO CENTRO ODONTOLOGICO INTEGRADO DE MACAÉ LTDA.;Odontologia de Grupo;RUA AUGUSTO COSTA;47;;IMBETIBA;Macaé;RJ;27913330;22;27721697;27621186;prodonto.macae@yahoo.com.br;SAULO FONTE ELIAS;RESPONSÁVEL TECNICO;5;19/05/1999
403628;3,0536E+12;PRODONTO NET ASSIST.ODONT.S/C LTDA;;Odontologia de Grupo;RUA MANOEL DIONISIO SOBRINHO;262;S;CENTRO;Tangará da Serra;MT;78300000;65;3262091;3261177;reffatti@vsp.com.br;SILVIO ROBERTO MARQUES PEREZ;DIRETOR;;19/04/1999
402150;2,79718E+13;PRODONTO ODONTOLOGIA LTDA;PRODONTO, PRODONTINHO, ODONTOTAL E ODONTINHO;Odontologia de Grupo;RUA DR. ALENCAR LIMA;35;SALAS 803/815;CENTRO;Petrópolis;RJ;25620050;24;22316633;22316633 r. 221;sorria@prodonto.com.br;DAVID LAGES RABELLO;SOCIO-GERENTE;6;17/03/1999
36890;9,3317E+13;PRODONTO SERVIÇOS ODONTOLOGICOS LTDA.;PRODONTO;Odontologia de Grupo;AV. CRISTOVAO COLOMBO;75;TERREO;CENTRO;Porto Alegre;RS;90560003;51;2863330;2863330;;GILBERTO SOARES DA SILVA TELES;XXXXX;;30/12/1998
395757;3,30099E+13;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S/A;PRODUTOS ROCHE QUÍMICA E FARMACÊUTICA S/A;Autogestão;AV. ENGº BILLINGS;1.729;;JAGUARÉ;São Paulo;SP;5321010;11;8194583;8194984;mediservice@mediservice.com.br;;;;28/12/1998
408328;4,09037E+13;PROFIDENTE LTDA;PROFIDENTE LTDA;Odontologia de Grupo;RUA JENER DE SOUZA;937;;DERBY;Recife;PE;52010130;81;34212946;34216312;profindet@profindet.com.br;EDSON MARIO CARNEIRO DE OLIVEIRA;DIRETOR;6;16/09/1999
411728;3,763E+12;PROI - PLANO RACIONAL DE ODONTOLOGIA INTEGRAL  LTDA.;PROI ODONTOLOGIA;Odontologia de Grupo;AVENIDA DOM PEDRO II;1226;BOX 216;CENTRO;Salto;SP;13320241;11;40292187;46021027;proi@proi.com.br;MARCIO VALE;REPRESENTANTE LEGAL;1;18/07/2000
308692;6,51478E+13;PROJETO SAUDE LTDA;PROJETO SAUDE;Medicina de Grupo;RUA SAO PAULO;1665;8º ANDAR;LOURDES;Belo Horizonte;MG;30170132;31;2131515;2131515 R:204;transcli@prover.com.br;JORGE SHIMOIDE;SÓCIO;;05/01/1999
411019;1,74693E+12;PROL PLANO DE REABILITAÇÃO ODONT. S/C LTDA;PROL;Odontologia de Grupo;RUA SENADO SOUZA NAVES;1591;;CENTRO;Londrina;PR;86010160;43;3212841;3212841;prol@sercomtel.com.br;MÁRIO SÉRGIO LAMBERT SOARES;SÓCIO GERENTE;;02/02/2000
411205;3,66837E+12;PROMASS PLANOS DE ASSISTENCIA A SAUDE LTDA;PROMASS PLANOS DE ASSISTENCIA A SAUDE LTDA;Medicina de Grupo;RUA TIBAGIN;294;8º ANDAR;CENTRO;Curitiba;PR;80060110;41;800994121;3225941;mancoelhoneto@hotmail.com;LUIS FERNANDO BOFF ZARPELON;SOCIO GERENTE;;05/05/2000
348805;5,58356E+11;PROMED ASSISTENCIA MEDICA LTDA;PROMED;Medicina de Grupo;ALAMEDA OSCAR NIEMEYER;891;5º ANDAR;VILA DA SERRA;Nova Lima;MG;34006065;85;32559189;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURÍDICA JUNTO A;4;24/12/1998
410632;3,62996E+12;PROMED ASSISTÊNCIA MÉDICA LTDA;PROMED ASSISTÊNCIA MÉDICA;Medicina de Grupo;AVENIDA SEGUNDA AVENIDA (ED. MONTREAL OF;s/n;QUADRA 1B, LOTE 48E, SALAS 110, 111 E 11;CIDADE VERA CRUZ;Aparecida de Goiânia;GO;74934605;85;32559189;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURÍDICA JUNTO A;5;21/02/2000
346471;2,56241E+12;PROMED BRASIL ASSISTÊNCIA MÉDICA LTDA.;SAMP MINAS ASSISTÊNCIA MÉDICA;Medicina de Grupo;AVENIDA AMAZONAS;641;SALA 9D;CENTRO;Belo Horizonte;MG;30180908;85;32559189;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURÍDICA JUNTO A;4;24/12/1998
415090;5,93068E+12;PROMED ODONTOLÓGICO LTDA;PROMED ODONTOLOGICO;Odontologia de Grupo;ALAMEDA DA SERRA ;941;;VILA DA SERRA;Nova Lima;MG;34000000;31;30254811;3199734453;carmen.naves@promedmg.com.br;GISIANE LIMAS REIS;ASSISTENTE CONTÁBIL;6;11/02/2005
315206;2,31845E+12;PROMED-SOCIAL ASSISTENCIA MÉDICA LTDA.;;Medicina de Grupo;AV. GETULIO VARGAS;998;LOJA 1;BAIRRO NOVO;Olinda;PE;53030010;81;4212826;4212826;promed@elogica.com.br;ANTÔNIO CARLOS XAVIER;SÓCIO GERENTE;;21/12/1998
403741;2,08718E+12;PROMODENTE ODONTOLOGIA LTDA S/C;;Odontologia de Grupo;AV. NAÇÕES UNIDAS;2404;SALA 01;RIO BRANCO;Novo Hamburgo;RS;93320021;51;5933042;;mnklein@nh.conex.com.br;ILDA MARIA LUCHO SNEL VIANNA;SÓCIA-GERENTE;;26/04/1999
